mass,/'mas.sa/,'mas.s
matin,/ma'ti:.na/,ma'ti:.n
Med,/'me:.dus/,'me:.d
Melchisedech,/mel.'ki.se.dek/,mel.'ki.se.dek
memori,/me.'mo.ri.a/,me.'mo.ri
memori,/me.'mo.ri.a/,me.'mo.ri
mendic,/men.'di:.kus/,men.'di:.k
mercuri,/mer.'ku.ri.us/,mer.'ku.ri
mesur,/me.'su:.ra/,me.'su:.r
metr,/'me.trum/,'me.tr
metropol,/me:.'tro.po.lis/,me:.'tro.po.l
Michael,/'mi.ka.e:l/,'mi.ka.e:l
mile,/'mi:.les/,'mi:.le
mili,/'mi:.li.a/,'mi:.li
min,/'mi:.nus/,'mi:.niles
mirabil,/mi:.'ra:.bi.lis/,mi:.'ra:.bi.l
Moab,/'mo:.ab/,'mo:.ab
mod,/'mo.dus/,'mo.d
modi,/'mo.di.us/,'mo.di
molin,/mo.'li:.na/,mo.'li:.n
monasteri,/mo.nas.'te.ri.um/,mo.nas.'te.ri
monasteri,/mo.nas.'te.ri.um/,mo.nas.'te.ri
monet,/mo.'ne:.ta/,mo.'ne:.t
moral,/mo:.'ra:.lis/,mo:.'ra:.l
morticini,/mor.ti.'ki.ni.um/,mor.ti.'ki.ni
mul,/'mu:.lus/,'mu:.l
mur,/'mu:.rus/,'mu:.r
mut,/'mu:.tus/,'mu:.t
myrt,/'mir.tus/,'mir.t
Nabuchodonosor,/na.bu.ko.'do.no.sor/,na.bu.ko.'do.no.sor
natalici,/na.ta:.'li.ki.us/,na.ta:.'li.ki
Nathan,/'na.tan/,'na.tan
neutral,/new.'tra:.lis/,new.'tra:.l
Noe,/'no:.e:/,'no:.e:
not,/'no.ta/,'no.t
noth,/'no.tus/,'no.t
numer,/'nu.me.rus/,'nu.me.r
nun,/'nun/,'nun
obel,/'o.be.lus/,'o.be.l
oblat,/ob.'la:.ta/,ob.'la:.t
ocre,/'o.kre.e:/,'o.kre
octember,/ok.'tem.ber/,ok.'tem.ber
offerend,/of.fe.'ren.dum/,of.fe.'ren.d
ole,/o.'le.um/,o.'le
oper,/'o.pe.ra/,'o.pe.r
optatiu,/op.ta:.'ti:.wus/,op.ta:.'ti:.w
oracl,/o.'ra:.klum/,o.'ra:.kl
oracl,/o.'ra:.klum/,o.'ra:.kl
oratio,/o.'ra:.ti.o:/,o.'ra:.ti.o:
oratio,/o.'ra:.ti.o:/,o.'ra:.ti.o:
ordin,/'or.di.no:/,'or.di.n
ordo,/'o:r.do:/,'o:r.do:
ordo,/'o:r.do:/,'o:r.do:
organ,/'or.ga.num/,'or.ga.n
orient,/o.ri.'en.tem/,o.ri.'en.t
Palaestina,/pa.le:s.'ti:.na/,pa.le:s.'ti:.na
palli,/'pal.li.um/,'pal.li
pann,/'pan.na/,'pan.n
papilio,/pa:.'pi.li.o:/,pa:.'pi.li.o:
parabol,/pa.'ra.bo.la/,pa.'ra.bo.l
parabol,/pa.'ra.bo.la/,pa.'ra.bo.l
paradis,/pa.ra.'di:.sus/,pa.ra.'di:.s
paruchi,/pa.'ru.ki.a/,pa.'ru.ki
pasch,/'pa:s.ka/,'pa:s.k
passer,/'pas.ser/,'pas.ser
pater,/'pa.ter/,'pa.ter
patrici,/pa.'tri.ki.us/,pa.'tri.ki
patrici,/pa.'tri.ki.us/,pa.'tri.ki
paul,/'paw.lus/,'paw.l
pax,/pa:ks/,pak
peccat,/pek.'ka:.tum/,pek.'ka:.t
Pele,/pe.'le.us/,pe.'le
pelic,/pe.'li.ki.a/,pe.'li.k
pententi,/pen.'ten.ti.a/,pen.'ten.ti
penultim,/pe:.'nul.ti.ma/,pe:.'nul.ti.m
pers,/'per.sa/,'per.s
person,/per.'so:.na/,per.'so:.n
pes,/'pe:.sum/,'pe:.s
petr,/'pe.trus/,'pe.tr
Philemon,/fi.'le:.mo:n/,fi.'le:.mo:n
philipianens,/fi.li.pi.a.'ne:n.sis/,fi.li.pi.a.'ne:n.s
Philisthim,/fi.'lis.tim/,fi.'lis.tim
Phillip,/'fil.li.pus/,'fil.li.p
philosoph,/fi.'lo.so.fus/,fi.'lo.so.f
piber,/'pi.ber/,'pi.ber
pict,/'pik.tus/,'pik.t
pipio:n,/pi:.pi.'o:nem/,pi:.pi.'o:n
pis,/'pi.sum/,'pi.s
plag,/'pla:.ga/,'pla:.g
plant,/'plan.ta/,'plan.t
plate,/pla.'te:.a/,pla.'te:
plect,/'plek.ta/,'plek.t
plum,/'plu:.ma/,'plu:.m
pompei,/pom.'pej.jus/,pom.'pej
pond,/'pon.dus/,'pon.d
popul,/'po:.pu.lus/,'po:.pu.l
popul,/'po.pu.lus/,'po.pu.l
port,/'por.tus/,'por.t
positiu,/po.si.'ti:.wus/,po.si.'ti:.w
praecept,/pre'kep.tum/,pre.'kep.t
predic,/pre.'di:.ko:/,pre.'di:.k
premiter,/'pre.mi.ter/,'pre.mi.ter
prim,/'pri:.mus/,'pri:.m
primiti,/pri.'mi.ti.aj/,pri.'mi.ti
Priscian,/pris.ki.'a:.nus/,pris.ki.'a:.n
Priscill,/pris.'kil.la/,pris.'kil.l
prob,/'pro.bo:/,'pro.b
Promethe,/pro.'me:.te.us/,pro.'me:.te
prosper,/'pros.pe.rus/,'pros.pe.r
psall,/psal.'len.dum/,psal.'l
psalm,/'psal.mus/,'psal.m
psalteri,/psal.'te:.ri.um/,psal.'te:.ri
puglari,/pu.'gla:.ri.a/,pu.'gla:.ri
pugn,/'puŋ.nus/,'puŋ.n
pult,/'pul.ta/,'pul.t
punct,/'pu:ŋk.tum/,'pu:ŋk.t
punct,/'pu:ŋk.tum/,'pu:ŋk.t
purgatori,/pur.ga.'to:.ri.um/,pur.ga.'to:.ri
purpur,/'pur.pu.ra/,'pur.pu.r
pute,/'pu.te.us/,'pu.te
quare,/'kwa:.re:/,'kwa:.re:
quaestio,/'kwajs.ti.o:/,'kwajs.ti.o:
quaragesm,/kwa.ra:.'ge:s.ma/,kwa.ra:.'ge:s.m
quin,/'kwi:.na/ ,'kwi:.n
quinquagesm,/kwiŋ.kwa:.'ge:s.ma/,kwiŋ.kwa:.'ge:s.m
Quiric,/'kwi.ri.kus/,'kwi.ri.k
Rabsacen,/'rab.sa.ke:n/,'rab.sa.ke:n
reat,/'re:.a.tus/,'re:.a.t
regul,/'re:.gu.la/,'re:.gu.l
reliqui,/re.'li.kwi.aj/,re.'li.kwi
rhetoric,/re.'to.ri.ke:/,re.'to.ri.k
rom,/'ro:.ma/,'ro:.m
roman,/ro:.'ma:.nus/,ro:.'ma:.n
romul,/'ro:.mu.lus/,'ro:.mu.l
ros,/'ro:.sa/,'ro:.s
rubr,/'rub.rum/,'rub.r
rusc,/'rus.kum/,'rus.k
sabbat,/'sab.ba.tum/,'sab.ba.t
sabin,/sa.'bi:.ni:/,sa.'bi:.n
Sacellus,/sa.'kel.lus/,sa.'kel.lus
sacerdos,/sa.'ker.do:s/,sa.'ker.do:s
sacerdotal,/sa.'ker.do.tal/,sa.'ker.do.tal
sacrficium,/sa.kər.'fi.ki.um/,sa.kər.'fi.ki.u
sagell,/sa.'gel.lum/,sa.'gel.l
sagitt,/sa.'git.ta/,sa.'git.t
saliu,/sa.'li:.wa/,sa.'li:.w
salt,/'sal.tus/,'sal.t
Samson,/'sam.so:n/,'sam.so:n
sapphir,/'sap.fir/,'sap.fir
Sara,/'sa.ra/,'sa.ra
Saturn,/sa.'tur.nus/,sa.'tur.n
scipio,/'ski:.pi.o:/,'ski:.pi.o:
scop,/'sko:.pa/,'sko:.p
scopari,/sko:.'pa:.ri.um/,sko:.'pa:.ri
scrib,/'skri:.bo:/,'skri:.b
scribend,/skri:.'ben.dum/,skri:.'ben.d
scripl,/'skri.plus/,'skri.pl
script,/skrip.'tu:.ra/,skrip.'t
scriptur,/skri:p.'tu:.ra/,skri:p.'tu:.r
scrupul,/'skru:.pu.lus/,'skru:.pu.l
scrut,/'skru:.tor/,'skru:.t
scrutini,/skru:.'ti.nium/,skru:.'ti.ni
secal,/se.'ka:.le/,se.'ka:.l
secundi,/se.'kun.di.us/,se.'kun.di
Secundin,/se.kun.'di:.nus/,se.kun.'di:.n
